"Check","Severity","Excluded","Type","Description","Details"
"Violations","error","False","solder_mask_bridge","Rear solder mask aperture bridges items with different nets","@(127.58 mm, 123.6831 mm): PTH pad 34 [unconnected-(U1-72_IOT39B-Pad34)] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","starved_thermal","Thermal relief connection to zone incomplete (layer Front; zone min spoke count 2; actual 1)","@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0;@(102.14 mm, 163.5 mm): PTH pad 17 [GND] of P1"
"Violations","error","False","starved_thermal","Thermal relief connection to zone incomplete (layer Back; zone min spoke count 2; actual 1)","@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0;@(102.14 mm, 163.5 mm): PTH pad 17 [GND] of P1"
"Violations","error","True","courtyards_overlap","Courtyards overlap","@(107.2 mm, 140.9 mm): Footprint D1;@(121.23 mm, 135.09155 mm): Footprint U1"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(132.67 mm, 159.11 mm): PTH pad 1 [/~{RD}] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(132.67 mm, 159.11 mm): PTH pad 1 [/~{RD}] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(132.67 mm, 159.11 mm): PTH pad 1 [/~{RD}] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(132.67 mm, 159.11 mm): PTH pad 1 [/~{RD}] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(135.21 mm, 159.11 mm): PTH pad 2 [/D0] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(135.21 mm, 159.11 mm): PTH pad 2 [/D0] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(135.21 mm, 159.11 mm): PTH pad 2 [/D0] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(135.21 mm, 159.11 mm): PTH pad 2 [/D0] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(137.75 mm, 159.11 mm): PTH pad 3 [/D1] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(137.75 mm, 159.11 mm): PTH pad 3 [/D1] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(137.75 mm, 159.11 mm): PTH pad 3 [/D1] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(137.75 mm, 159.11 mm): PTH pad 3 [/D1] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(140.29 mm, 159.11 mm): PTH pad 4 [/D2] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(140.29 mm, 159.11 mm): PTH pad 4 [/D2] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(140.29 mm, 159.11 mm): PTH pad 4 [/D2] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(140.29 mm, 159.11 mm): PTH pad 4 [/D2] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(142.83 mm, 159.11 mm): PTH pad 5 [/D3] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(142.83 mm, 159.11 mm): PTH pad 5 [/D3] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(142.83 mm, 159.11 mm): PTH pad 5 [/D3] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(142.83 mm, 159.11 mm): PTH pad 5 [/D3] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(145.37 mm, 159.11 mm): PTH pad 6 [/D4] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(145.37 mm, 159.11 mm): PTH pad 6 [/D4] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(145.37 mm, 159.11 mm): PTH pad 6 [/D4] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(145.37 mm, 159.11 mm): PTH pad 6 [/D4] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(147.91 mm, 159.11 mm): PTH pad 7 [/D5] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(147.91 mm, 159.11 mm): PTH pad 7 [/D5] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(147.91 mm, 159.11 mm): PTH pad 7 [/D5] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(147.91 mm, 159.11 mm): PTH pad 7 [/D5] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(150.45 mm, 159.11 mm): PTH pad 8 [/D6] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(150.45 mm, 159.11 mm): PTH pad 8 [/D6] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(150.45 mm, 159.11 mm): PTH pad 8 [/D6] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(150.45 mm, 159.11 mm): PTH pad 8 [/D6] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(152.99 mm, 159.11 mm): PTH pad 9 [/D7] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(152.99 mm, 159.11 mm): PTH pad 9 [/D7] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(152.99 mm, 159.11 mm): PTH pad 9 [/D7] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(152.99 mm, 159.11 mm): PTH pad 9 [/D7] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(155.53 mm, 151.49 mm): PTH pad 11 [/D7_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(155.53 mm, 151.49 mm): PTH pad 11 [/D7_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(155.53 mm, 151.49 mm): PTH pad 11 [/D7_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(155.53 mm, 151.49 mm): PTH pad 11 [/D7_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(152.99 mm, 151.49 mm): PTH pad 12 [/D6_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(152.99 mm, 151.49 mm): PTH pad 12 [/D6_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(152.99 mm, 151.49 mm): PTH pad 12 [/D6_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(79.79 mm, 136.4 mm): PTH pad 1 [+3.3V] of R1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(79.79 mm, 136.4 mm): PTH pad 1 [+3.3V] of R1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(152.99 mm, 151.49 mm): PTH pad 12 [/D6_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(79.79 mm, 136.4 mm): PTH pad 1 [+3.3V] of R1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(79.79 mm, 136.4 mm): PTH pad 1 [+3.3V] of R1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(150.45 mm, 151.49 mm): PTH pad 13 [/D5_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(150.45 mm, 151.49 mm): PTH pad 13 [/D5_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(87.41 mm, 136.4 mm): PTH pad 2 [/DATA_OE] of R1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(87.41 mm, 136.4 mm): PTH pad 2 [/DATA_OE] of R1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(87.41 mm, 136.4 mm): PTH pad 2 [/DATA_OE] of R1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(150.45 mm, 151.49 mm): PTH pad 13 [/D5_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(87.41 mm, 136.4 mm): PTH pad 2 [/DATA_OE] of R1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(150.45 mm, 151.49 mm): PTH pad 13 [/D5_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(149.9 mm, 119.4 mm): PTH pad 1 [/FPGA_VCC] of C4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(149.9 mm, 119.4 mm): PTH pad 1 [/FPGA_VCC] of C4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(147.91 mm, 151.49 mm): PTH pad 14 [/D4_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(147.91 mm, 151.49 mm): PTH pad 14 [/D4_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(149.9 mm, 119.4 mm): PTH pad 1 [/FPGA_VCC] of C4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(149.9 mm, 119.4 mm): PTH pad 1 [/FPGA_VCC] of C4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(147.91 mm, 151.49 mm): PTH pad 14 [/D4_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(147.91 mm, 151.49 mm): PTH pad 14 [/D4_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(92.02 mm, 146.5 mm): PTH pad 1 [/A7_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(92.02 mm, 146.5 mm): PTH pad 1 [/A7_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(145.37 mm, 151.49 mm): PTH pad 15 [/D3_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(145.37 mm, 151.49 mm): PTH pad 15 [/D3_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(92.02 mm, 146.5 mm): PTH pad 1 [/A7_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(92.02 mm, 146.5 mm): PTH pad 1 [/A7_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(145.37 mm, 151.49 mm): PTH pad 15 [/D3_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(145.37 mm, 151.49 mm): PTH pad 15 [/D3_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(142.83 mm, 151.49 mm): PTH pad 16 [/D2_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(94.56 mm, 146.5 mm): PTH pad 2 [/A6_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(142.83 mm, 151.49 mm): PTH pad 16 [/D2_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(94.56 mm, 146.5 mm): PTH pad 2 [/A6_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(142.83 mm, 151.49 mm): PTH pad 16 [/D2_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(142.83 mm, 151.49 mm): PTH pad 16 [/D2_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(94.56 mm, 146.5 mm): PTH pad 2 [/A6_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(140.29 mm, 151.49 mm): PTH pad 17 [/D1_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(94.56 mm, 146.5 mm): PTH pad 2 [/A6_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(140.29 mm, 151.49 mm): PTH pad 17 [/D1_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(140.29 mm, 151.49 mm): PTH pad 17 [/D1_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(97.1 mm, 146.5 mm): PTH pad 3 [/A5_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(97.1 mm, 146.5 mm): PTH pad 3 [/A5_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(140.29 mm, 151.49 mm): PTH pad 17 [/D1_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(137.75 mm, 151.49 mm): PTH pad 18 [/D0_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(97.1 mm, 146.5 mm): PTH pad 3 [/A5_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(137.75 mm, 151.49 mm): PTH pad 18 [/D0_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(97.1 mm, 146.5 mm): PTH pad 3 [/A5_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(137.75 mm, 151.49 mm): PTH pad 18 [/D0_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(99.64 mm, 146.5 mm): PTH pad 4 [/A4_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(137.75 mm, 151.49 mm): PTH pad 18 [/D0_LV] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(99.64 mm, 146.5 mm): PTH pad 4 [/A4_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(135.21 mm, 151.49 mm): PTH pad 19 [/OE] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(135.21 mm, 151.49 mm): PTH pad 19 [/OE] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(99.64 mm, 146.5 mm): PTH pad 4 [/A4_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(99.64 mm, 146.5 mm): PTH pad 4 [/A4_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(135.21 mm, 151.49 mm): PTH pad 19 [/OE] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(135.21 mm, 151.49 mm): PTH pad 19 [/OE] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(102.18 mm, 146.5 mm): PTH pad 5 [/A3_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(102.18 mm, 146.5 mm): PTH pad 5 [/A3_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(132.67 mm, 151.49 mm): PTH pad 20 [+3.3V] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(132.67 mm, 151.49 mm): PTH pad 20 [+3.3V] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(132.67 mm, 151.49 mm): PTH pad 20 [+3.3V] of U4;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(102.18 mm, 146.5 mm): PTH pad 5 [/A3_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
